"sarga","sloka_number","meaning","rephrase_meaning","rephrase_meaningKn"
"10","56","The discreet disciple of Poornaprajna and devotee of Lord Narayana who lit the directions with the glow of his learning, cheered the virtuous direly distressed with the dread of existence with his precious words that highlighted the majestic glories of Madhwacharya that free the people from all woes and favour them with knowledge, devotion and immense happiness like a cloud blazing the sky with its flash of lightening and blossoming the trees with flowers and fruits with its showers.","The discreet disciple of Poornaprajna and devotee of Lord Narayana who lit the directions with the glow of his learning cheered the virtuous direly distressed with the dread of existence with his precious words that highlighted the majestic glories of Madhwacharya that free the people from all woes and favor them with knowledge devotion and immense happiness like a cloud blazing the sky with its flash of lightning and blossoming the trees with flowers and fruits with its showers.","ಪೂರ್ಣಪ್ರಜ್ಞರ ವಿವೇಕಿ ಶಿಷ್ಯ ಮತ್ತು ಭಗವಾನ್ ನಾರಾಯಣನ ಭಕ್ತರು, ತಮ್ಮ ವಿದ್ಯೆಯ ಪ್ರಕಾಶದಿಂದ ದಿಕ್ಕುಗಳನ್ನು ಬೆಳಗಿಸಿದವರು, ಅಸ್ತಿತ್ವದ ಭಯದಿಂದ ತೀವ್ರವಾಗಿ ತೊಂದರೆಗೊಳಗಾದ ಪುಣ್ಯಾತ್ಮರನ್ನು ತನ್ನ ಬೆಲೆಬಾಳುವ ಪದಗಳಿಂದ ಸಂತೋಷಪಡಿಸಿದರು, ಅದು ಜನರನ್ನು ಎಲ್ಲಾ ದುಃಖಗಳಿಂದ ಮುಕ್ತಗೊಳಿಸುವ ಮತ್ತು ಅವರಿಗೆ ಜ್ಞಾನ, ಭಕ್ತಿ ಮತ್ತು ಅಪಾರ ಸಂತೋಷವನ್ನು ನೀಡುವ ಮಾಧ್ವಾಚಾರ್ಯರ ಮಹಿಮಾನ್ವಿತ ವೈಭವಗಳನ್ನು ಎತ್ತಿ ತೋರಿಸಿದ, ಆಕಾಶವನ್ನು ತನ್ನ ಮಿಂಚಿನ ಹೊಳಪಿನಿಂದ ಪ್ರಕಾಶಮಾನಗೊಳಿಸುವ ಮತ್ತು ಮರಗಳನ್ನು ತನ್ನ ಸುರಿಮಳೆಯಿಂದ ಹೂವುಗಳು ಮತ್ತು ಹಣ್ಣುಗಳಿಂದ ಅರಳಿಸುವ ಮೋಡದಂತೆ."
"11","1","God Shesha (the serpent-Lord) followed by sages like Sanaka and others, flooding the sky and with dazzle visible to the people of the earth for a while to their surprise, listened to the discourses of the Acharya on Brahmasutras and hied to his place, unseen. (On an enquiry into his unusual phenomenon, during the second half of the month, Acharya apprised the people who had assembled there that it was not moon-light but the lustre of God Shesha.)","God Shesha the serpent-lord followed by sages like Sanaka and others flooding the sky with dazzle visible to the people of the earth for a while to their surprise listened to the discourses of the Acharya on Brahma-sutras and journeyed to his place unseen. On an enquiry into his unusual phenomenon during the second half of the month Acharya apprised the people who had assembled there that it was not moon-light but the brilliance of god Shesha.","ಸನಕಾದಿ ಋಷಿಗಳಿಂದ ಅನುಸರಿಸಲ್ಪಟ್ಟ ಸರ್ಪಲೋಕದ ಅಧಿಪತಿ ದೇವ ಶೇಷನು ಭೂಮಿಯ ಜನರಿಗೆ ಸ್ವಲ್ಪ ಸಮಯದವರೆಗೆ ದೃಶ್ಯವಾಗಿ ಆಕಾಶವನ್ನು ಪ್ರಕಾಶದಿಂದ ತುಂಬಿಸಿ ಅವರ ಆಶ್ಚರ್ಯಕ್ಕೆ, ಬ್ರಹ್ಮಸೂತ್ರಗಳ ಮೇಲೆ ಆಚಾರ್ಯರ ಪ್ರವಚನಗಳನ್ನು ಕೇಳಿ ಅದೃಶ್ಯವಾಗಿ ತನ್ನ ಸ್ಥಳಕ್ಕೆ ಹೋದನು. ತಿಂಗಳ ಎರಡನೇ ಅರ್ಧದಲ್ಲಿ ಈ ಅಸಾಧಾರಣ ವಿದ್ಯಮಾನದ ಬಗ್ಗೆ ವಿಚಾರಿಸಿದಾಗ ಆಚಾರ್ಯರು ಅಲ್ಲಿ ಸೇರಿದ್ದ ಜನರಿಗೆ ಅದು ಚಂದ್ರನ ಬೆಳಕಲ್ಲ ಆದರೆ ದೇವ ಶೇಷನ ಪ್ರಕಾಶ ಎಂದು ತಿಳಿಸಿದರು."
"11","2","(On their return) the sages Sanaka and others, decked with humility, bowed with reverence to the lustrous thousand-hooded God-Shesha abiding in his charming abode and asked him an exquisite question concerning the merits of the excellent discourse (on Brahma-Sutra Bhashya).","On their return the sages Sanaka and others decked with humility bowed with reverence to the lustrous thousand-hooded god-Shesha abiding in his charming abode and asked him an exquisite question concerning the merits of the excellent discourse on Brahma-sutra commentary.","ಅವರ ಮರಳುವಾಗ ಸನಕಾದಿ ಋಷಿಗಳು ವಿನಮ್ರತೆಯಿಂದ ಅಲಂಕರಿಸಿಕೊಂಡು ಗೌರವದಿಂದ ತಮ್ಮ ಮನೋಹರ ನಿವಾಸದಲ್ಲಿ ವಾಸಿಸುವ ಪ್ರಕಾಶಮಾನ ಸಾವಿರ ಹುಡುಗೊಂಡ ದೇವ-ಶೇಷನಿಗೆ ನಮಸ್ಕರಿಸಿ ಬ್ರಹ್ಮಸೂತ್ರ ವ್ಯಾಖ್ಯಾನದ ಉತ್ತಮ ಪ್ರವಚನದ ಗುಣಗಳ ಬಗ್ಗೆ ಅತ್ಯುತ್ತಮ ಪ್ರಶ್ನೆಯನ್ನು ಕೇಳಿದರು."
"11","3","Oh ruler of the reptile-world! What good on earth does one get by the repeated study of Poornaprajna’s delightful Shastra inclusive of BrahmaSutra Bhashya and others full of great glory when it is worshipped even by the illustrious like you?","Oh ruler of the reptile-world what good on earth does one get by the repeated study of Poornaprajna's delightful scripture inclusive of Brahma-sutra commentary and others full of great glory when it is worshipped even by the illustrious like you.","ಓ ಸರ್ಪಲೋಕದ ಅಧಿಪತಿಯೇ, ನಿಮ್ಮಂತಹ ಮಹಿಮಾನ್ವಿತರಿಂದ ಸಹ ಪೂಜಿಸಲ್ಪಡುವ ಮಹಾ ವೈಭವದಿಂದ ತುಂಬಿದ ಬ್ರಹ್ಮಸೂತ್ರ ವ್ಯಾಖ್ಯಾನ ಮತ್ತು ಇತರವುಗಳನ್ನು ಒಳಗೊಂಡ ಪೂರ್ಣಪ್ರಜ್ಞರ ಆನಂದದಾಯಕ ಶಾಸ್ತ್ರದ ಪುನರಾವರ್ತಿತ ಅಧ್ಯಯನದಿಂದ ಭೂಮಿಯಲ್ಲಿ ಯಾವ ಒಳ್ಳೆಯದು ಪಡೆಯಬಹುದು."
"11","4","A study of the Shastra by the eligibles well-informed of its gains is immensely fruitful; hence, O Venerable one, most merciful, and one who can effectively expatiate, elucidate exhaustively the benefits of hearing and meditating on Madhwa Siddhanta.","A study of the scripture by the eligible well-informed of its gains is immensely fruitful. Hence oh venerable one most merciful and one who can effectively expatiate elucidate exhaustively the benefits of hearing and meditating on Madhwa philosophy.","ಅರ್ಹರಾದ ಅದರ ಲಾಭಗಳ ಬಗ್ಗೆ ಚೆನ್ನಾಗಿ ತಿಳಿದಿರುವವರಿಂದ ಶಾಸ್ತ್ರದ ಅಧ್ಯಯನವು ಅಪಾರವಾಗಿ ಫಲದಾಯಕವಾಗಿದೆ. ಆದ್ದರಿಂದ ಓ ಗೌರವಾನ್ವಿತರೇ, ಅತ್ಯಂತ ದಯಾಳುವೇ ಮತ್ತು ಪರಿಣಾಮಕಾರಿಯಾಗಿ ವಿವರಿಸಬಲ್ಲವರೇ, ಮಾಧ್ವ ತತ್ವಶಾಸ್ತ್ರವನ್ನು ಕೇಳುವ ಮತ್ತು ಧ್ಯಾನಿಸುವ ಪ್ರಯೋಜನಗಳನ್ನು ಸಂಪೂರ್ಣವಾಗಿ ವಿವರಿಸಿ."
"11","5","Endowed with knowledge sublime, the Lord of Snakes in response to their earnest entreaty replied thus: ‘Listen with devotion, the advantages of hearing and contemplating on his commanding Shastra of the most worshipful Acharya’.","Endowed with knowledge sublime the lord of snakes in response to their earnest entreaty replied thus: Listen with devotion the advantages of hearing and contemplating on his commanding scripture of the most worshipful Acharya.","ಉನ್ನತ ಜ್ಞಾನದಿಂದ ಸಂಪನ್ನರಾದ ಸರ್ಪಲೋಕದ ಅಧಿಪತಿ ಅವರ ಶ್ರದ್ಧೆಯ ಬೇಡಿಕೆಗೆ ಪ್ರತಿಕ್ರಿಯೆಯಾಗಿ ಹೀಗೆ ಉತ್ತರಿಸಿದರು: ಅತ್ಯಂತ ಪೂಜ್ಯರಾದ ಆಚಾರ್ಯರ ಆಜ್ಞಾಪೂರ್ವಕ ಶಾಸ್ತ್ರವನ್ನು ಕೇಳುವ ಮತ್ತು ಧ್ಯಾನಿಸುವ ಅನುಕೂಲಗಳನ್ನು ಭಕ್ತಿಯಿಂದ ಆಲಿಸಿರಿ."
"11","6","Shuka, Saraswati and others endowed with spiritual learning delineate eternal bliss as the supreme merit of a sincere study of Madhwa-Shastra while celestial pleasures and material enjoyments are subsidiary as is the husk to a cultivator, the corn being his chief capital.","Shuka Saraswati and others endowed with spiritual learning delineate eternal bliss as the supreme merit of a sincere study of Madhwa scripture while celestial pleasures and material enjoyments are subsidiary as is the husk to a cultivator the corn being his chief capital.","ಆಧ್ಯಾತ್ಮಿಕ ವಿದ್ಯೆಯಿಂದ ಸಂಪನ್ನರಾದ ಶುಕ, ಸರಸ್ವತಿ ಮತ್ತು ಇತರರು ಮಾಧ್ವ ಶಾಸ್ತ್ರದ ಪ್ರಾಮಾಣಿಕ ಅಧ್ಯಯನದ ಸರ್ವೋಚ್ಚ ಪುಣ್ಯವಾಗಿ ಶಾಶ್ವತ ಆನಂದವನ್ನು ವರ್ಣಿಸುತ್ತಾರೆ, ಆದರೆ ಸ್ವರ್ಗೀಯ ಸುಖಗಳು ಮತ್ತು ಲೌಕಿಕ ಆನಂದಗಳು ಸಹಾಯಕವಾಗಿವೆ, ಕೃಷಿಕನಿಗೆ ಹೊಟ್ಟು ಹೇಗೆ, ಧಾನ್ಯವು ಅವನ ಮುಖ್ಯ ಬಂಡವಾಳ."
"11","7","The unconquerable Sri Hari favours with his world (Vaikunta) full of eternal bliss to his virtuous dedicated devotees, serving him with a diligent study of this exquisite doctrine, pregnant with meaning contained in the excellent Vedas, Pancharatra etc., composed by the uncommon Acharya. (Not an ordinary human being, the incarnation of Lord Vayu.)","The unconquerable Sri Hari favors with his world Vaikunta full of eternal bliss to his virtuous dedicated devotees serving him with a diligent study of this exquisite doctrine pregnant with meaning contained in the excellent Vedas Pancharatra etc. composed by the uncommon Acharya not an ordinary human being the incarnation of Lord Vayu.","ಅಜೇಯ ಶ್ರೀ ಹರಿಯು ತನ್ನ ಲೋಕವಾದ ವೈಕುಂಠವನ್ನು ಶಾಶ್ವತ ಆನಂದದಿಂದ ತುಂಬಿದ ತನ್ನ ಸದ್ಗುಣಿ ಸಮರ್ಪಿತ ಭಕ್ತರಿಗೆ ಅನುಗ್ರಹಿಸುತ್ತಾನೆ, ಅವರು ಅತ್ಯುತ್ತಮ ವೇದಗಳು, ಪಾಂಚರಾತ್ರ ಇತ್ಯಾದಿಗಳಲ್ಲಿ ಒಳಗೊಂಡಿರುವ ಅರ್ಥಗಳಿಂದ ತುಂಬಿದ ಈ ಉತ್ತಮ ಸಿದ್ಧಾಂತವನ್ನು ಶ್ರದ್ಧೆಯಿಂದ ಅಧ್ಯಯನ ಮಾಡುವ ಮೂಲಕ ಅವನನ್ನು ಸೇವಿಸುತ್ತಾರೆ, ಇದನ್ನು ಸಾಮಾನ್ಯ ಮಾನವನಲ್ಲದ ವಾಯುದೇವರ ಅವತಾರವಾದ ಅಸಾಧಾರಣ ಆಚಾರ್ಯರು ರಚಿಸಿದ್ದಾರೆ."
"11","8","In Vaikunta, the (unique) citadel of Lord Vishnu replete with auspicious attributes, the bulwark (chief resort) of all prosperity, glistens with great glamour. Its reflection in its jewelled ramparts alone can be its fitting analogy.","In Vaikunta the unique citadel of Lord Vishnu replete with auspicious attributes the bulwark chief resort of all prosperity glistens with great glamour. Its reflection in its jeweled ramparts alone can be its fitting analogy.","ವೈಕುಂಠದಲ್ಲಿ, ಮಂಗಳಕರ ಗುಣಗಳಿಂದ ತುಂಬಿದ ಭಗವಾನ್ ವಿಷ್ಣುವಿನ ಅನನ್ಯ ಕೋಟೆ, ಎಲ್ಲಾ ಸಮೃದ್ಧಿಯ ಬುರುಜು ಮುಖ್ಯ ಆಶ್ರಯವು ಮಹಾ ವೈಭವದಿಂದ ಹೊಳೆಯುತ್ತದೆ. ಅದರ ರತ್ನಮಯ ಕೋಟೆಗಳಲ್ಲಿನ ಅದರ ಪ್ರತಿಬಿಂಬವು ಮಾತ್ರ ಅದಕ್ಕೆ ಸೂಕ್ತವಾದ ಹೋಲಿಕೆಯಾಗಬಹುದು."
"11","9","The row of rose-coloured mansions girt by the cluster of shining storied palaces of luminous emeralds and diamonds resemble the image of the ruby-coloured Lord Vishnu (the demon-destroyer) dazzling with the lustre of the rising sun on (Shesha’s) luminous body glowing bright-white.","The row of rose-colored mansions girt by the cluster of shining storied palaces of luminous emeralds and diamonds resemble the image of the ruby-colored Lord Vishnu the demon-destroyer dazzling with the brilliance of the rising sun on Shesha's luminous body glowing bright-white.","ಮಿನುಗುವ ಪಚ್ಚೆಗಳು ಮತ್ತು ವಜ್ರಗಳ ಹೊಳೆಯುವ ಮಹಡಿಗಳ ಅರಮನೆಗಳ ಗುಂಪಿನಿಂದ ಸುತ್ತುವರಿಯಲ್ಪಟ್ಟ ಗುಲಾಬಿ ಬಣ್ಣದ ಮನೆಗಳ ಸಾಲುಗಳು ಶೇಷನ ಪ್ರಕಾಶಮಾನ ಶುಭ್ರ-ಬಿಳಿ ದೇಹದ ಮೇಲೆ ಉದಯಸೂರ್ಯನ ತೇಜಸ್ಸಿನಿಂದ ಪ್ರಕಾಶಿಸುತ್ತಿರುವ ಮಾಣಿಕ್ಯ-ಬಣ್ಣದ ರಾಕ್ಷಸ-ವಿನಾಶಕ ಭಗವಾನ್ ವಿಷ್ಣುವಿನ ಪ್ರತಿಮೆಯನ್ನು ಹೋಲುತ್ತವೆ."
"11","10","Every house that glistened with its white emerald roof reinforced with the dazzling blue diamond at the ridge had the semblance of the Yamuna River mixing with the white water of the Ganges.","Every house that glistened with its white emerald roof reinforced with the dazzling blue diamond at the ridge had the semblance of the Yamuna river mixing with the white water of the Ganges.","ತನ್ನ ಬಿಳಿ ಪಚ್ಚೆ ಮೇಲ್ಛಾವಣಿಯೊಂದಿಗೆ ಪ್ರಕಾಶಿಸಿದ ಪ್ರತಿಯೊಂದು ಮನೆ, ಶಿಖರದಲ್ಲಿ ಹೊಳೆಯುವ ನೀಲ ವಜ್ರದಿಂದ ಬಲಪಡಿಸಲ್ಪಟ್ಟು, ಗಂಗೆಯ ಬಿಳಿ ನೀರಿನೊಂದಿಗೆ ಬೆರೆಯುತ್ತಿರುವ ಯಮುನಾ ನದಿಯ ಸಾದೃಶ್ಯವನ್ನು ಹೊಂದಿತ್ತು."
"11","11","If the people in Vaikunta did not invariably (as a rule) suffer from illusion, then they would never comprehend the charming images of the birds in the several nests of the rows of houses as artificial; (they could verily mistake them, to be real birds; such is the consummate art of the divine sculptors).","If the people in Vaikunta did not invariably as a rule suffer from illusion then they would never comprehend the charming images of the birds in the several nests of the rows of houses as artificial. They could verily mistake them to be real birds such is the consummate art of the divine sculptors.","ವೈಕುಂಠದ ಜನರು ನಿಯಮದಂತೆ ಭ್ರಮೆಯಿಂದ ಬಾಧಿತರಾಗದಿದ್ದರೆ, ಮನೆಗಳ ಸಾಲುಗಳ ಹಲವಾರು ಗೂಡುಗಳಲ್ಲಿನ ಪಕ್ಷಿಗಳ ಮನೋಹರ ಚಿತ್ರಗಳನ್ನು ಅವರು ಎಂದಿಗೂ ಕೃತಕವೆಂದು ಗ್ರಹಿಸುತ್ತಿರಲಿಲ್ಲ. ಅವರು ನಿಜವಾಗಿಯೂ ಅವುಗಳನ್ನು ನಿಜವಾದ ಪಕ್ಷಿಗಳೆಂದು ತಪ್ಪಾಗಿ ಭಾವಿಸುತ್ತಿದ್ದರು, ಅಂತಹದು ದಿವ್ಯ ಶಿಲ್ಪಿಗಳ ಸಂಪೂರ್ಣ ಕಲೆ."
"11","12","The bunches of gem-garlands fastened to the multi-coloured cloth pieces, suspended from the beams flooded nay even out-poured, the splendorous homes with strange resplendence.","The bunches of gem-garlands fastened to the multi-colored cloth pieces suspended from the beams flooded nay even outpoured the splendorous homes with strange resplendence.","ಕಿರಣಗಳಿಂದ ನೇತುಹಾಕಲ್ಪಟ್ಟ ಬಹು-ಬಣ್ಣದ ವಸ್ತ್ರದ ತುಂಡುಗಳಿಗೆ ಕಟ್ಟಲ್ಪಟ್ಟ ರತ್ನ-ಹಾರಗಳ ಗುಚ್ಛಗಳು ಅಲ್ಲದೇ ಪ್ರಕಾಶಮಾನ ಮನೆಗಳನ್ನು ವಿಚಿತ್ರ ಪ್ರಕಾಶದಿಂದ ತುಂಬಿಸಿದವು."
"11","13","In this celestial city, Goddess Mahalakshmi of immaculate form, the presiding deity of Primordial Matter, herself stands transformed in different shapes and forms, priceless gems, gold and rest of the objects. Indeed, it is no exaggeration if the divine bards overwhelmed with its extreme glory portray its magnificence in grand-eloquent terms. (It is as real as reality itself.)","In this celestial city Goddess Mahalakshmi of immaculate form the presiding deity of primordial matter herself stands transformed in different shapes and forms priceless gems gold and rest of the objects. Indeed it is no exaggeration if the divine bards overwhelmed with its extreme glory portray its magnificence in grand-eloquent terms. It is as real as reality itself.","ಈ ದಿವ್ಯ ನಗರದಲ್ಲಿ ಪ್ರಕೃತಿಯ ಅಧಿಪತಿ ದೇವಿಯಾದ ನಿಷ್ಕಲಂಕ ರೂಪದ ದೇವಿ ಮಹಾಲಕ್ಷ್ಮಿಯು ತಾನೇ ವಿವಿಧ ಆಕಾರಗಳು ಮತ್ತು ರೂಪಗಳಲ್ಲಿ ಬೆಲೆಬಾಳುವ ರತ್ನಗಳು, ಚಿನ್ನ ಮತ್ತು ಉಳಿದ ವಸ್ತುಗಳಾಗಿ ರೂಪಾಂತರಗೊಂಡು ನಿಂತಿದ್ದಾಳೆ. ನಿಜವಾಗಿಯೂ ದಿವ್ಯ ಗಾಯಕರು ಅದರ ಅತ್ಯಂತ ವೈಭವದಿಂದ ಆವರಿಸಲ್ಪಟ್ಟು ಅದರ ವೈಭವವನ್ನು ಭವ್ಯ-ವಾಗ್ಮಿ ಪದಗಳಲ್ಲಿ ಚಿತ್ರಿಸಿದರೆ ಅದು ಅತಿಶಯೋಕ್ತಿಯಲ್ಲ. ಅದು ವಾಸ್ತವವೇ ವಾಸ್ತವವಾಗಿದೆ."
"11","14","Even though the towns are replete with liberated Brahmas and others from times immemorial, so specious is this (strange) tract of this magnificent Metropolis (Vaikunta) that it never suffers from congestion (they are never full: no population explosion). Indeed greatly astounding is the divine majesty of Lord Narayana.","Even though the towns are replete with liberated Brahmas and others from times immemorial so spacious is this strange tract of this magnificent metropolis Vaikunta that it never suffers from congestion they are never full with no population explosion. Indeed greatly astounding is the divine majesty of Lord Narayana.","ಪಟ್ಟಣಗಳು ಪುರಾತನ ಕಾಲದಿಂದಲೂ ಮುಕ್ತ ಬ್ರಹ್ಮಾದಿಗಳಿಂದ ತುಂಬಿದರೂ, ಈ ಭವ್ಯ ಮಹಾನಗರವಾದ ವೈಕುಂಠದ ಈ ವಿಚಿತ್ರ ಪ್ರದೇಶವು ಎಷ್ಟು ವಿಶಾಲವಾಗಿದೆಯೆಂದರೆ ಅದು ಎಂದಿಗೂ ಜನದಟ್ಟಣೆಯಿಂದ ಬಾಧಿತವಾಗುವುದಿಲ್ಲ, ಜನಸಂಖ್ಯಾ ಸ್ಫೋಟವಿಲ್ಲದೆ ಅವು ಎಂದಿಗೂ ತುಂಬುವುದಿಲ್ಲ. ನಿಜವಾಗಿಯೂ ಭಗವಾನ್ ನಾರಾಯಣನ ದಿವ್ಯ ಮಹಿಮೆ ಅತ್ಯಂತ ಆಶ್ಚರ್ಯಕರವಾಗಿದೆ."
